replication,scenario,horizon,loss,har_mean_loss,harp_mean_loss,loss_ratio_harp_over_har,dm_mean_differential_harp_minus_har,dm_bandwidth,dm_hln_factor,dm_statistic,dm_p_value_two_sided,dm_rejection_direction,har_qlike_floor_count,harp_qlike_floor_count,har_qlike_floor_fraction,harp_qlike_floor_fraction,qlike_numerically_valid,oos_forecasts,disclaimer
24,no_periodicity,5,MSE,4.7575833578507034e-10,4.7558596405141763e-10,0.99963769056538276,-1.7237173365264125e-13,5,0.99099949545900379,-0.25359688460771312,0.79980700369525159,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,no_periodicity,5,QLIKE,0.021205017262298839,0.021201672494702267,0.99984226527358133,-3.3447675965732062e-06,5,0.99099949545900379,-0.15936302831747112,0.87338286573885426,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,no_periodicity,22,MSE,4.1206599967230839e-10,4.1273189483593451e-10,1.0016159915260072,6.6589516362613719e-13,21,0.95699947753381764,1.3697359651578382,0.17076933750731033,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,no_periodicity,22,QLIKE,0.021666107805883711,0.021696144636679366,1.0013863510264405,3.0036830795653557e-05,21,0.95699947753381764,1.7467749517173086,0.080676383143794814,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,1,MSE,1.3092072703078418e-09,1.2894570003277528e-09,0.98491432913029509,-1.9750269980088994e-11,5,0.99899949949937417,-1.8179677886863916,0.069069056151238609,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,1,QLIKE,0.050574350400185951,0.049752290621397889,0.98374551976875146,-0.00082205977878806104,5,0.99899949949937417,-2.638858106496484,0.0083185790644919357,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,5,MSE,5.1518700223292353e-10,5.0603353773720578e-10,0.98223273402464584,-9.1534644957177024e-12,5,0.99099949545900379,-1.1037680658153854,0.26969376083595203,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,5,QLIKE,0.022646336730950758,0.022249368483998892,0.98247097304663278,-0.00039696824695186319,5,0.99099949545900379,-1.5768561308913736,0.11482863263184795,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,22,MSE,4.309762972210476e-10,4.3131018141072981e-10,1.0007747158993083,3.3388418968220457e-13,21,0.95699947753381764,0.040055926648092155,0.96804853901931553,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
24,u_shaped_periodicity,22,QLIKE,0.022340382424084496,0.022315908186655201,0.9989044844011753,-2.4474237429298996e-05,21,0.95699947753381764,-0.067035315076709706,0.94655358905380027,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,1,MSE,1.0216067773541359e-09,1.021922299406329e-09,1.0003088488244081,3.1552205219296003e-13,5,0.99899949949937417,0.35100380863227854,0.72558549109735093,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,1,QLIKE,0.042406779274897458,0.042421680205939116,1.0003513808710882,1.4900931041662347e-05,5,0.99899949949937417,0.464329481980367,0.64241170455200336,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,5,MSE,4.3919489712683423e-10,4.3938142466060844e-10,1.0004247033264604,1.8652753377427329e-13,5,0.99099949545900379,0.24332485320362951,0.80775375277961148,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,5,QLIKE,0.018725247959020485,0.018727249383056251,1.0001068837133771,2.0014240357664192e-06,5,0.99099949545900379,0.076963623935050407,0.93865248299628334,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,22,MSE,2.8830960884491313e-10,2.8867633790647531e-10,1.001271997360863,3.6672906156215354e-13,21,0.95699947753381764,0.45782032051864852,0.64708153547077707,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,no_periodicity,22,QLIKE,0.011655308208289028,0.011662002048266815,1.0005743168570203,6.6938399777858313e-06,21,0.95699947753381764,0.26378865591513107,0.79194277633120258,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,1,MSE,1.0515328037679874e-09,1.0444949162289919e-09,0.99330702046215158,-7.0378875389955989e-12,5,0.99899949949937417,-1.0255345055224656,0.30511105277154965,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,1,QLIKE,0.044197813338602274,0.043745648431902706,0.98976951861316076,-0.00045216490669956012,5,0.99899949949937417,-1.6198347586076767,0.10526777751851994,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,5,MSE,4.5005342174716282e-10,4.4656223564924423e-10,0.99224272957560156,-3.4911860979185332e-12,5,0.99099949545900379,-0.66253291906949552,0.50762974487625501,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,5,QLIKE,0.019251041937809354,0.019054319332199945,0.9897811969739132,-0.00019672260560940779,5,0.99099949545900379,-0.93347507214207648,0.35057473525638222,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,22,MSE,2.9023004984554651e-10,2.9150473929941462e-10,1.0043919968126886,1.2746894538681605e-12,21,0.95699947753381764,0.19812456235096845,0.84294760775770672,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
25,u_shaped_periodicity,22,QLIKE,0.011923183051259051,0.011944008512038915,1.0017466360023437,2.0825460779865247e-05,21,0.95699947753381764,0.083095287766943901,0.93377577270695,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,1,MSE,1.759308124362982e-09,1.7578919018191718e-09,0.99919501165020597,-1.41622254381007e-12,5,0.99899949949937417,-1.0129269387209414,0.311095059981573,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,1,QLIKE,0.053979420112174069,0.05394249492996761,0.99931593962792253,-3.6925182206452688e-05,5,0.99899949949937417,-0.91297977244348139,0.36125318003768297,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,5,MSE,8.4778900237757787e-10,8.4678640238594656e-10,0.99881739443562068,-1.0025999916312607e-12,5,0.99099949545900379,-0.8556785192610169,0.39217562506332715,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,5,QLIKE,0.028954975851168869,0.028929044476123562,0.99910442422129453,-2.5931375045305406e-05,5,0.99099949545900379,-0.74580369736531582,0.45578600613116305,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,22,MSE,6.5061848730425723e-10,6.4954091565878975e-10,0.99834377339947378,-1.0775716454674291e-12,21,0.95699947753381764,-0.79623338121053211,0.42589639857140854,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,no_periodicity,22,QLIKE,0.022281401782243939,0.02226726364480297,0.99936547360982309,-1.4138137440971033e-05,21,0.95699947753381764,-0.29410549302940181,0.76867729358886649,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,1,MSE,1.7099842725296899e-09,1.7136542576472803e-09,1.0021462098666916,3.6699851175906409e-12,5,0.99899949949937417,0.22849959120191277,0.81925787389014915,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,1,QLIKE,0.055090483429316293,0.054842232214137566,0.9954937550058488,-0.00024825121517872662,5,0.99899949949937417,-0.61454425450771932,0.53885573864149605,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,5,MSE,8.1277896066888014e-10,8.2295060028597942e-10,1.0125146443366699,1.0171639617099266e-11,5,0.99099949545900379,0.79065308109935006,0.42914646242849486,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,5,QLIKE,0.028852539536347494,0.028766541402408356,0.99701939117592053,-8.5998133939135796e-05,5,0.99099949545900379,-0.28061948494247574,0.77900226949250262,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,22,MSE,6.075295863857769e-10,6.2980406948757554e-10,1.0366640301986125,2.2274483101798582e-11,21,0.95699947753381764,1.1266577356941587,0.25988721826851136,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
26,u_shaped_periodicity,22,QLIKE,0.021531125179922461,0.021816336107460511,1.0132464478820646,0.00028521092753805053,21,0.95699947753381764,0.67973221538520245,0.49667403376338465,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,1,MSE,1.9068243928550107e-09,1.9047572425045673e-09,0.99891591991470785,-2.0671503504436301e-12,5,0.99899949949937417,-0.73021232744846454,0.46526040848431138,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,1,QLIKE,0.047402566016007924,0.047367340172608297,0.9992568789759666,-3.5225843399628866e-05,5,0.99899949949937417,-0.69867216294759105,0.48475693439233281,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,5,MSE,9.2919756235060323e-10,9.2491029158343815e-10,0.99538605035045558,-4.2872707671650674e-12,5,0.99099949545900379,-1.0468383054117132,0.29517416010894615,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,5,QLIKE,0.022571445529108395,0.022502296222191066,0.99693642541288929,-6.9149306917331012e-05,5,0.99099949545900379,-1.498700286879644,0.1339514022751862,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,22,MSE,6.0951930711126156e-10,6.0337786570760043e-10,0.98992412326892854,-6.1414414036611581e-12,21,0.95699947753381764,-1.2337795471233528,0.21728506276885176,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,no_periodicity,22,QLIKE,0.014124191303182048,0.014038998058160196,0.99396827448785263,-8.5193245021851545e-05,21,0.95699947753381764,-1.4815059065907559,0.13847181212428841,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,1,MSE,2.0258086148979063e-09,1.9845943343785165e-09,0.97965539280645875,-4.1214280519389939e-11,5,0.99899949949937417,-2.2741595932433358,0.022956392719136038,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,1,QLIKE,0.048931571900349309,0.048181436609882042,0.9846697078934038,-0.00075013529046726469,5,0.99899949949937417,-1.9400755894228972,0.052370504146337607,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,5,MSE,9.683559039364635e-10,9.3056096631837679e-10,0.96096999309401998,-3.7794937618086659e-11,5,0.99099949545900379,-1.9105397974486535,0.056063747341329413,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,5,QLIKE,0.022828193361572994,0.022284651845191954,0.97618990220680402,-0.00054354151638104267,5,0.99099949545900379,-1.6720596239573609,0.094512565361692655,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,22,MSE,6.2445001165385777e-10,5.9737929229006979e-10,0.956648700682876,-2.7070719363788102e-11,21,0.95699947753381764,-2.1922422377792707,0.028362020101243897,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
27,u_shaped_periodicity,22,QLIKE,0.014366098036568858,0.013920611809675139,0.96899045059001165,-0.00044548622689371962,21,0.95699947753381764,-2.0714370131315425,0.038317974965794435,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,1,MSE,1.1918364425897436e-09,1.1917184426473113e-09,0.99990099317472125,-1.179999424322778e-13,5,0.99899949949937417,-0.094248099862164592,0.92491207662429153,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,1,QLIKE,0.044278296659032178,0.044261870295419989,0.99962901997475917,-1.6426363612186189e-05,5,0.99899949949937417,-0.42549536643091768,0.67047559869208595,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,5,MSE,5.4494152525327056e-10,5.4419931565059295e-10,0.99863800138495107,-7.4220960267751912e-13,5,0.99099949545900379,-0.71363613918660762,0.47545220455204185,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,5,QLIKE,0.019667054825914198,0.019651346241588676,0.99920127418850624,-1.5708584325522246e-05,5,0.99099949545900379,-0.46660660714246738,0.64078135900983435,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,22,MSE,4.2585386585915118e-10,4.2318690075023855e-10,0.99373737020437258,-2.666965108912661e-12,21,0.95699947753381764,-1.5111228011443831,0.13075716640573137,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,no_periodicity,22,QLIKE,0.016955127541041115,0.016896360813347753,0.99653398492278433,-5.876672769336411e-05,21,0.95699947753381764,-1.1077706466594832,0.26796088003662938,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,1,MSE,1.3113535942339532e-09,1.3058184911315858e-09,0.99577909182793611,-5.5351031023676436e-12,5,0.99899949949937417,-0.45422105538115121,0.6496697298509031,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,1,QLIKE,0.047079747960399827,0.047176465578053169,1.002054335926664,9.6717617653333307e-05,5,0.99899949949937417,0.27606630927852593,0.78249713678368504,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,5,MSE,5.892704921592158e-10,5.8386992275276581e-10,0.9908351606294401,-5.4005694064500001e-12,5,0.99099949545900379,-0.51795130074940277,0.60449224765844689,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,5,QLIKE,0.020745137345876821,0.020939916246975998,1.0093891352875468,0.00019477890109917783,5,0.99099949545900379,0.59190788655941928,0.55391227240655994,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,22,MSE,4.5123916943907648e-10,4.2927783357078262e-10,0.95133105156719122,-2.196133586829385e-11,21,0.95699947753381764,-1.4800195446893274,0.13886803083897897,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
28,u_shaped_periodicity,22,QLIKE,0.017853132960656885,0.017320801169419579,0.97018272409607831,-0.00053233179123730423,21,0.95699947753381764,-1.2349747750407569,0.21683989226537251,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,1,MSE,1.3650330136797718e-09,1.3644610053429277e-09,0.99958095640829803,-5.7200833684379905e-13,5,0.99899949949937417,-0.58064901159916893,0.56147703280326611,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,1,QLIKE,0.051154986652626633,0.05112989490723608,0.99950949561259905,-2.5091745390553921e-05,5,0.99899949949937417,-0.5875811201696568,0.55681348655083118,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,5,MSE,5.1738568999802205e-10,5.1726379367118613e-10,0.99976439950081264,-1.2189632683604971e-13,5,0.99099949545900379,-0.16470056945326214,0.86917966874390684,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,5,QLIKE,0.021780605515159233,0.021768437967315743,0.99944135860524996,-1.2167547843489502e-05,5,0.99099949545900379,-0.375028096390916,0.70763957119247123,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,22,MSE,3.7831552240147798e-10,3.7721409297942744e-10,0.99708859574394704,-1.1014294220505098e-12,21,0.95699947753381764,-1.3023448155195596,0.19279853806942635,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,no_periodicity,22,QLIKE,0.017199586842577396,0.01714345171265623,0.9967362512579544,-5.6135129921169204e-05,21,0.95699947753381764,-1.3940863189202692,0.16329154001308513,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,1,MSE,1.4251288933600786e-09,1.4173443010041862e-09,0.99453762225145936,-7.7845923558923171e-12,5,0.99899949949937417,-0.86446995116250636,0.3873297804169758,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,1,QLIKE,0.053672191308992777,0.053506697585681919,0.9969165834434055,-0.00016549372331086775,5,0.99899949949937417,-0.46481566641611655,0.64206346770238554,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,5,MSE,5.2373210816543707e-10,5.1842870777421298e-10,0.98987382994370698,-5.3034003912240899e-12,5,0.99099949545900379,-0.75277765008259145,0.45158353939880574,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,5,QLIKE,0.022137009200647813,0.021995985143358637,0.99362948915045624,-0.00014102405728917989,5,0.99099949545900379,-0.48005035081439346,0.63119159076039644,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,22,MSE,3.6362191001751292e-10,3.6616718007130229e-10,1.0069997708709764,2.5452700537893747e-12,21,0.95699947753381764,0.33416496264872841,0.7382550815175839,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
29,u_shaped_periodicity,22,QLIKE,0.016506594428927119,0.016758495504915146,1.0152606327775633,0.00025190107598802491,21,0.95699947753381764,0.68078613384111264,0.49600682518385614,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,1,MSE,1.6262304903736987e-09,1.6290600040597348e-09,1.0017399216794822,2.8295136860360941e-12,5,0.99899949949937417,1.4716686253107609,0.14111038398715431,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,1,QLIKE,0.046669660356485836,0.04673919322101381,1.0014898943767074,6.9532864527970247e-05,5,0.99899949949937417,1.4185739078708544,0.15602327729228854,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,5,MSE,7.1687312348039776e-10,7.1572832870116315e-10,0.99840307197781852,-1.1447947792348773e-12,5,0.99099949545900379,-0.64472534890570654,0.51910518619102819,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,5,QLIKE,0.022610027511202384,0.022580640250772988,0.99870025543246976,-2.9387260429395214e-05,5,0.99099949545900379,-0.74543992080628474,0.45600581810887142,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,22,MSE,5.3428162359838944e-10,5.322632493826206e-10,0.99622226532483926,-2.0183742157687702e-12,21,0.95699947753381764,-2.0404683968378148,0.041303695608388064,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,no_periodicity,22,QLIKE,0.01903110635101276,0.018943910892319379,0.99541826643784481,-8.719545869338275e-05,21,0.95699947753381764,-2.697114610717338,0.0069943192887271331,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,1,MSE,1.7304146421886841e-09,1.7194277992303263e-09,0.99365074549735588,-1.0986842958357835e-11,5,0.99899949949937417,-0.78943095953564124,0.42986016694990048,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,1,QLIKE,0.049160856982572727,0.04877980481480898,0.99224887052113786,-0.00038105216776374327,5,0.99899949949937417,-1.0415732468806949,0.29760957751894562,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,5,MSE,7.5230426793843376e-10,7.3735741207593038e-10,0.98013190074879841,-1.4946855862503242e-11,5,0.99099949545900379,-1.1530290934048166,0.24889844325085203,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,5,QLIKE,0.023093457068407174,0.022775805416307648,0.98624495019699376,-0.00031765165209952429,5,0.99099949545900379,-0.92727154131303646,0.35378556633108532,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,22,MSE,5.8365490364797657e-10,5.452499285125099e-10,0.93419917335496228,-3.8404975135466717e-11,21,0.95699947753381764,-2.3989307279738989,0.016443025033305279,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
30,u_shaped_periodicity,22,QLIKE,0.020353252785687958,0.019125089469396631,0.93965763953194992,-0.0012281633162913273,21,0.95699947753381764,-2.4533932416141431,0.014151553909079873,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,1,MSE,1.6040644553281207e-09,1.6026209032559823e-09,0.99910006604326695,-1.4435520721382136e-12,5,0.99899949949937417,-0.81799525000060591,0.41335989956451924,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,1,QLIKE,0.045383259404874358,0.045349960018618747,0.99926626278737407,-3.3299386255608357e-05,5,0.99899949949937417,-0.78563950536893734,0.43207871328933506,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,5,MSE,6.5384498486805628e-10,6.511438369464994e-10,0.99586882520464393,-2.701147921556927e-12,5,0.99099949545900379,-1.480747932146729,0.1386737560110218,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,5,QLIKE,0.018253575974687328,0.018197921936903193,0.99695106110379073,-5.5654037784137241e-05,5,0.99099949545900379,-1.3415896657544935,0.17972907879534669,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,22,MSE,5.249651669649763e-10,5.214911069065569e-10,0.99338230367072877,-3.4740600584194707e-12,21,0.95699947753381764,-1.7362841834999929,0.082513598450930328,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,no_periodicity,22,QLIKE,0.013777235646152516,0.013669913223988545,0.99221016284250452,-0.00010732242216397125,21,0.95699947753381764,-2.2138856088749526,0.026836648955506137,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,1,MSE,1.6895293888253916e-09,1.6846424626240248e-09,0.99710752222856314,-4.8869262013670944e-12,5,0.99899949949937417,-0.46243265272829925,0.64377108793256665,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,1,QLIKE,0.047405484891958262,0.047136875267490913,0.99433378595157218,-0.00026860962446734502,5,0.99899949949937417,-0.89017181771213372,0.37337363478253682,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,5,MSE,7.0191993854259248e-10,6.887529367484777e-10,0.98124144781888711,-1.3167001794114784e-11,5,0.99099949545900379,-1.4923322740006304,0.13561205998592177,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,5,QLIKE,0.019832768503837511,0.019413988113229308,0.97888442097596351,-0.00041878039060820263,5,0.99099949545900379,-1.5140920036995436,0.1300025064641,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,22,MSE,5.5927893067112632e-10,5.3858535153442734e-10,0.96299953743677236,-2.0693579136699089e-11,21,0.95699947753381764,-2.7201730848549666,0.0065247753415959573,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
31,u_shaped_periodicity,22,QLIKE,0.014723396287115803,0.013969876493977814,0.94882160484959699,-0.00075351979313798933,21,0.95699947753381764,-2.8310506721792432,0.0046395370175226673,HARP,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
32,no_periodicity,1,MSE,1.0296818171123912e-09,1.0308514703234838e-09,1.0011359365501595,1.169653211092674e-12,5,0.99899949949937417,1.0252090709471133,0.30526454906803302,NONE,0,0,0,0,True,500,"Synthetic mechanism check — not empirical SPY evidence, trading evidence, or an exact paper replication."
